state_0,state_1
-0.44447052478790283,0.0
-0.4452296793460846,-0.0007591358153149486
-0.44764286279678345,-0.0024131936952471733
-0.4513145685195923,-0.0036716980393975973
-0.45499831438064575,-0.0036837426014244556
-0.4594998359680176,-0.0045015327632427216
-0.46435171365737915,-0.004851880948990583
-0.47002437710762024,-0.005672650411725044
-0.4757879376411438,-0.005763552617281675
-0.48218366503715515,-0.006395717617124319
-0.4887632429599762,-0.0065795681439340115
-0.4959155321121216,-0.0071522826328873634
-0.5032617449760437,-0.007346200291067362
-0.5106131434440613,-0.0073514278046786785
-0.5184606313705444,-0.007847508415579796
-0.5264214873313904,-0.007960855029523373
-0.5335301160812378,-0.007108609192073345
-0.5401172637939453,-0.0065871598199009895
-0.5464181303977966,-0.006300878245383501
-0.5518110990524292,-0.005392942111939192
-0.5567471981048584,-0.004936077166348696
-0.5619085431098938,-0.0051613301038742065
-0.5671333074569702,-0.005224749445915222
-0.5720288753509521,-0.004895559977740049
-0.5767368078231812,-0.004707905929535627
-0.5808433890342712,-0.004106565378606319
-0.5848097205162048,-0.003966312389820814
-0.588742196559906,-0.00393249373883009
-0.5924686193466187,-0.0037264081183820963
-0.5955697298049927,-0.0031010883394628763
-0.5978848338127136,-0.0023150965571403503
-0.6001659035682678,-0.002281090710312128
-0.6015257239341736,-0.0013598331715911627
-0.6019511818885803,-0.00042545213364064693
-0.6023063659667969,-0.0003551705158315599
-0.6028956174850464,-0.0005892288754694164
-0.6033304333686829,-0.00043480348540470004
-0.6028555631637573,0.0004748585051856935
-0.6013476252555847,0.001507928827777505
-0.6005426645278931,0.0008049831376411021
-0.5994551181793213,0.0010875617153942585
-0.5976035594940186,0.0018515773117542267
-0.5949835181236267,0.002620049985125661
-0.5922999382019043,0.0026835736352950335
-0.5895688533782959,0.002731096697971225
-0.5861027836799622,0.0034660929813981056
-0.5819203853607178,0.004182406701147556
-0.5772217512130737,0.004698633681982756
-0.571362316608429,0.005859450902789831
-0.5651477575302124,0.006214561872184277
-0.5587310194969177,0.0064167361706495285
-0.5505772233009338,0.008153794333338737
-0.5420124530792236,0.008564799092710018
-0.5338454842567444,0.008166994899511337
-0.5252252221107483,0.00862023327499628
-0.5160171985626221,0.00920802727341652
-0.5073286890983582,0.008688483387231827
-0.4992234408855438,0.008105260320007801
-0.49139404296875,0.007829397916793823
-0.48343625664711,0.007957793772220612
-0.4753398299217224,0.008096423000097275
-0.4676930010318756,0.007646829821169376
-0.46018171310424805,0.007511300966143608
-0.45322805643081665,0.006953667849302292
-0.44670411944389343,0.0065239244140684605
-0.441260427236557,0.005443692207336426
-0.4363146722316742,0.004945753142237663
-0.43134599924087524,0.004968680441379547
-0.4266650378704071,0.004680953454226255
-0.4225683808326721,0.004096661228686571
-0.4195075035095215,0.0030608640518039465
-0.4169926643371582,0.0025148375425487757
-0.41624629497528076,0.0007463636575266719
-0.4162617623806,-1.5459969290532172e-05
-0.41743990778923035,-0.001178137375973165
-0.419786274433136,-0.002346373861655593
-0.42356616258621216,-0.003779898164793849
-0.42854005098342896,-0.004973883740603924
-0.43462756276130676,-0.006087503861635923
-0.4413924813270569,-0.006764924619346857
-0.44866445660591125,-0.007271986920386553
-0.45643526315689087,-0.007770821452140808
-0.4644888937473297,-0.008053628727793694
-0.47379690408706665,-0.009308011271059513
-0.484154611825943,-0.010357707738876343
-0.49573272466659546,-0.011578097939491272
-0.5090195536613464,-0.013286850415170193
-0.5224369168281555,-0.013417346403002739
-0.5365040302276611,-0.014067130163311958
-0.5516229271888733,-0.015118901617825031
-0.5671648383140564,-0.015541920438408852
-0.5831277966499329,-0.015962932258844376
-0.5990963578224182,-0.01596854254603386
-0.6152251362800598,-0.016128797084093094
-0.6312924027442932,-0.01606723852455616
-0.6478913426399231,-0.016598952934145927
-0.6635160446166992,-0.015624702908098698
-0.6774395108222961,-0.01392344944179058
-0.6906490921974182,-0.013209585100412369
-0.7032011151313782,-0.01255201268941164
-0.714893639087677,-0.011692516505718231
-0.7255446314811707,-0.010650966316461563
-0.7350154519081116,-0.009470841847360134
-0.7433575391769409,-0.008342081680893898
-0.7506317496299744,-0.007274232339113951
-0.7563579082489014,-0.0057261851616203785
-0.7597901821136475,-0.0034322559367865324
-0.7615792751312256,-0.0017890803283080459
-0.7608045339584351,0.0007747376803308725
-0.7583240866661072,0.002480424242094159
-0.7542107105255127,0.004113379865884781
-0.7479963302612305,0.006214391905814409
-0.7406747937202454,0.007321554701775312
-0.7313721776008606,0.009302642196416855
-0.7206520438194275,0.010720116086304188
-0.7085679769515991,0.0120840510353446
-0.6944556832313538,0.01411228533834219
-0.6781047582626343,0.016350941732525826
-0.660605251789093,0.01749947853386402
-0.6413301229476929,0.019275132566690445
-0.6203957200050354,0.020934397354722023
-0.5991202592849731,0.021275481209158897
-0.576568067073822,0.022552194073796272
-0.5534890294075012,0.023079048842191696
-0.5302579402923584,0.023231061175465584
-0.5073053240776062,0.02295263484120369
-0.48422643542289734,0.023078903555870056
-0.4612888693809509,0.022937573492527008
-0.4377425014972687,0.0235463734716177
-0.41416221857070923,0.02358027920126915
-0.3918425142765045,0.022319693118333817
-0.3701622784137726,0.02168022282421589
-0.3489103317260742,0.021251948550343513
-0.3283091187477112,0.020601218566298485
-0.30786651372909546,0.020442595705389977
-0.2884846031665802,0.01938190683722496
-0.2707808315753937,0.017703775316476822
-0.25454673171043396,0.016234099864959717
-0.23933354020118713,0.015213197097182274
-0.2254878580570221,0.01384567841887474
-0.2139117419719696,0.011576121672987938
-0.20426344871520996,0.009648292325437069
-0.19573338329792023,0.008530063554644585
-0.1884450614452362,0.007288317196071148
-0.1826188862323761,0.005826176609843969
-0.17887380719184875,0.0037450725212693214
-0.17692430317401886,0.0019495055312290788
-0.17696255445480347,-3.824398299911991e-05
-0.17840488255023956,-0.0014423324028030038
-0.18142500519752502,-0.003020121715962887
-0.1863999217748642,-0.0049749198369681835
-0.1932133138179779,-0.006813389714807272
-0.2027318924665451,-0.00951857678592205
-0.2137480080127716,-0.011016122065484524
-0.2269432693719864,-0.013195255771279335
-0.24253764748573303,-0.015594374388456345
-0.2603154480457306,-0.017777791246771812
-0.28038790822029114,-0.02007245644927025
-0.3024667501449585,-0.02207883633673191
-0.32719314098358154,-0.02472640387713909
-0.35405614972114563,-0.02686300314962864
-0.3831712603569031,-0.02911509945988655
-0.41341668367385864,-0.030245421454310417
-0.44509127736091614,-0.031674593687057495
-0.47835859656333923,-0.03326733037829399
-0.5123363137245178,-0.03397773206233978
-0.5467566847801208,-0.03442037105560303
-0.5813571214675903,-0.03460044413805008
-0.6170265674591064,-0.035669419914484024
-0.652020275592804,-0.03499368578195572
-0.6864566802978516,-0.0344364233314991
-0.7210309505462646,-0.03457426279783249
-0.75525963306427,-0.03422871232032776
-0.7885759472846985,-0.03331632912158966
-0.8206090927124023,-0.03203311935067177
-0.8518658876419067,-0.031256768852472305
-0.8815029859542847,-0.029637109488248825
-0.9088623523712158,-0.027359360828995705
-0.9350898861885071,-0.026227513328194618
-0.9590640068054199,-0.023974129930138588
-0.9813867807388306,-0.022322796285152435
-1.0023696422576904,-0.02098291926085949
-1.0218971967697144,-0.019527604803442955
-1.0400832891464233,-0.018186107277870178
-1.056352138519287,-0.01626880094408989
-1.0708080530166626,-0.014455864205956459
-1.0837297439575195,-0.012921710498631
-1.0944854021072388,-0.010755651630461216
-1.1038621664047241,-0.00937675777822733
-1.1118727922439575,-0.008010640740394592
-1.1179059743881226,-0.006033162586390972
-1.1226087808609009,-0.004702851641923189
-1.1253750324249268,-0.00276624015532434
-1.1270508766174316,-0.0016758769052103162
-1.1265920400619507,0.00045882465201430023
-1.1248867511749268,0.0017053153133019805
-1.1214258670806885,0.003460897831246257
-1.1163264513015747,0.005099398549646139
-1.1093274354934692,0.006998963188380003
-1.1011241674423218,0.008203227072954178
-1.0910195112228394,0.010104682296514511
-1.0794090032577515,0.01161046139895916
-1.0660474300384521,0.013361561112105846
-1.049974799156189,0.016072599217295647
-1.0319960117340088,0.017978738993406296
-1.0125973224639893,0.019398637115955353
-0.9905357360839844,0.02206159010529518
-0.966572105884552,0.02396361343562603
-0.939575731754303,0.02699635550379753
-0.9092764258384705,0.030299311503767967
-0.8758713006973267,0.0334051139652729
-0.8387892246246338,0.03708210214972496
-0.7989135980606079,0.039875634014606476
-0.7556999921798706,0.043213605880737305
-0.7098028659820557,0.04589712619781494
-0.6614825129508972,0.04832034185528755
-0.6117307543754578,0.04975175857543945
-0.561015784740448,0.050714991986751556
-0.5103467106819153,0.05066906660795212
-0.4591705799102783,0.05117611959576607
-0.4080585539340973,0.05111203342676163
-0.358379602432251,0.04967895522713661
-0.30898094177246094,0.04939865693449974
-0.26064807176589966,0.048332855105400085
-0.21358634531497955,0.0470617339015007
-0.16752618551254272,0.04606016352772713
-0.12242335081100464,0.04510283097624779
-0.07835297286510468,0.04407037794589996
-0.03603634610772133,0.04231662675738335
0.004835310857743025,0.04087165743112564
0.04462994262576103,0.03979463130235672
0.08333005756139755,0.03870011121034622
0.12101686000823975,0.037686802446842194
0.15704277157783508,0.036025919020175934
0.1922486126422882,0.03520584478974342
0.22685885429382324,0.034610241651535034
0.26036566495895386,0.03350682184100151
0.29345861077308655,0.03309294208884239
0.3264594078063965,0.03300078958272934
0.3595663607120514,0.03310694172978401
0.39279261231422424,0.033226244151592255
0.42610231041908264,0.03330971300601959
