state_0,state_1
-0.47590741515159607,0.0
-0.4765806198120117,-0.0006732072215527296
-0.47910529375076294,-0.002524675102904439
-0.48199349641799927,-0.002888202667236328
-0.4852370619773865,-0.0032435543835163116
-0.48921531438827515,-0.003978261258453131
-0.49298563599586487,-0.003770307172089815
-0.49669149518013,-0.0037058687303215265
-0.501661479473114,-0.004970010835677385
-0.5076134204864502,-0.00595196383073926
-0.5129942893981934,-0.0053808861412107944
-0.5185465812683105,-0.005552272778004408
-0.5248603224754333,-0.006313718389719725
-0.5303815007209778,-0.005521178711205721
-0.5365818738937378,-0.006200386676937342
-0.5433083772659302,-0.006726500578224659
-0.5504228472709656,-0.007114476058632135
-0.5580460429191589,-0.0076231807470321655
-0.5666756629943848,-0.00862962007522583
-0.5755049586296082,-0.008829270489513874
-0.5838910341262817,-0.008386083878576756
-0.5925409197807312,-0.008649878203868866
-0.6001634001731873,-0.007622468750923872
-0.6071430444717407,-0.0069796424359083176
-0.614086389541626,-0.006943331565707922
-0.6203580498695374,-0.006271673366427422
-0.624958872795105,-0.00460082059726119
-0.6275678873062134,-0.002609009388834238
-0.6290069818496704,-0.0014391213189810514
-0.6297642588615417,-0.0007572501781396568
-0.6301447153091431,-0.00038046101690270007
-0.6291399002075195,0.0010048156837001443
-0.6275421977043152,0.001597729162313044
-0.6247093677520752,0.0028328541666269302
-0.6211592555046082,0.003550139255821705
-0.6165000200271606,0.0046592471189796925
-0.6107290983200073,0.0057709491811692715
-0.6043477654457092,0.006381306331604719
-0.5978050231933594,0.0065427483059465885
-0.5900580286979675,0.007747006602585316
-0.5811663866043091,0.008891632780432701
-0.5713949799537659,0.009771404787898064
-0.5625715851783752,0.008823420852422714
-0.5532727241516113,0.00929887406527996
-0.5427573919296265,0.010515332221984863
-0.5311024188995361,0.011654993519186974
-0.5199988484382629,0.011103597469627857
-0.5082463026046753,0.011752542108297348
-0.4961918890476227,0.012054399587213993
-0.48521366715431213,0.010978210717439651
-0.4752930700778961,0.00992059987038374
-0.4659520089626312,0.009341055527329445
-0.4582233726978302,0.007728642784059048
-0.45125100016593933,0.006972384639084339
-0.44407719373703003,0.007173802703619003
-0.4370534121990204,0.007023791782557964
-0.43052178621292114,0.006531619466841221
-0.42477282881736755,0.0057489629834890366
-0.41867896914482117,0.006093852687627077
-0.4126981794834137,0.005980799440294504
