timestep,action,reward,x_position,y_position,z_distance_from_origin,tendon_length,tendon_velocity
1,-0.41272753,37.932744970820615,0.005223623640214115,-0.00514638477448568,0.010521030518425623,[ 0.07601951 -0.03406689],[ 8.64629283 -4.56309745],38.50701017280854,-1.5125540636070003,-0.061711138380927975
2,-1.034537,41.328674377026644,0.002407852404388403,-0.006544604784733513,0.021630202413814095,[ 0.11404352 -0.05357315],[-1.33694567  2.8136067 ],42.210067471271365,-1.6824981831636023,-0.19889491108111726
3,1.1222266,44.982281501722,8.309662031966497e-05,-0.007880858877412874,0.03211945264265113,[0.10662469 0.08807855],[ 0.92879634 11.07030457],45.70648421421704,-1.7195561451712729,-0.004646567323768494
4,-1.0148745,47.820015296171476,0.0010190531109516157,-0.010515329602057156,0.04185968893990623,[0.15089564 0.15553229],[ 3.69812988 -0.58302265],48.95322964663541,-1.5053440885512857,-0.6278702619126472
5,-1.0430405,51.031728002151574,0.0010867448460918857,-0.013245162099404597,0.05067350660240798,[0.20533601 0.12503282],[ 3.29912118 -3.38977829],51.891168867469325,-1.6288855415095,-0.23055532380825094
6,-1.4887644,53.73269093832831,0.0006790962567473184,-0.0143591797575956,0.05894800649282207,[0.24319528 0.05216932],[ 1.25699834 -7.03200396],54.64933549760735,-1.8690717692820362,-0.04757278999700648
7,0.7957791,56.267815212064455,0.0032941023421803606,-0.014457958838632847,0.0657698478495143,[ 0.27768172 -0.02742586],[ 3.227047   -4.04150092],56.923282616504764,-1.623376397493055,-0.03209100694725753
8,-1.0415529,57.963796686062096,0.007331059591249424,-0.014414764332542638,0.07135446177059478,[ 0.30188988 -0.09839815],[ 0.83823538 -4.39290954],58.78482059019826,-1.736892575108589,-0.08413132902756776
9,-1.1930236,59.76645480812182,0.011211312108200528,-0.014237437795340983,0.07679161314713852,[ 0.3410773  -0.13813878],[ 3.86935083 -1.28236008],60.5972043823795,-1.757339440360732,-0.07341013389695131
10,-1.4269222,61.769851095431235,0.011896940473617968,-0.013523805107441436,0.08281058430473946,[ 0.3964016  -0.15228969],[ 3.67479604 -0.63876363],62.60352810157982,-1.6797583716675346,-0.15391863448105275
11,-1.0320907,63.60375839905042,0.01017552541791373,-0.011693149874826928,0.08914399635958055,[ 0.45447237 -0.16366005],[ 3.81307982 -0.98939537],64.71466545319352,-2.0034761770437615,-0.10743087709933752
12,-1.0534337,66.11300704014211,0.007321603427413266,-0.01007316192143525,0.0945877349427273,[ 0.51072145 -0.18114155],[ 3.54008574 -1.45156749],66.5292449809091,-1.3782656546094842,-0.03797228615751777
13,-0.71857095,66.86719881630358,0.0044375456914673445,-0.00839611142582516,0.09788431038904087,[ 0.55982303 -0.20323864],[ 3.34309888 -1.42786199],67.62810346301362,-1.7249998909967552,-0.03590475571327405
14,-1.4670354,66.92469833892105,0.001998290008376358,-0.006134989916016765,0.0983555340161844,[ 0.61693578 -0.22804995],[ 3.82081153 -2.10707117],67.7851780053948,-1.8118996004184647,-0.04858006605528286
15,-1.2424906,65.0379200620658,-0.004122489434369296,-0.0017767779873057938,0.09291696216992111,[ 0.56873595 -0.30209997],[-6.73393948 -7.0977335 ],65.97232072330704,-1.8975466200304547,-0.03685404121079338
16,-0.80712175,61.84920852040182,-0.009123110762780558,0.0032143649270245916,0.08331388970749808,[ 0.61301698 -0.3770579 ],[ 4.2544369  -2.66921577],62.771296569166026,-1.919210703693085,-0.002877345071127769
17,-0.9811391,59.138080542237056,-0.009869756356815286,0.00680906921470263,0.07458045492440983,[ 0.6820239  -0.39780111],[ 5.07011688 -0.50116687],59.86015164146994,-1.7220710992328863,-0.0
18,-0.9428669,56.42084026768159,-0.0074720552157936165,0.009315727501233518,0.06692614261541345,[ 0.76702357 -0.39902631],[6.27598489 0.27035099],57.30871420513781,-1.8878739374562201,-0.0
19,-0.90092677,53.89302929104592,-0.003232544400547206,0.012221564718839627,0.0595291682139749,[ 0.86872841 -0.39308965],[7.22797797 0.42667353],54.843056071324966,-1.9500267802790454,-0.0
