timestep,action,reward
1,-0.0637539,-0.000406456013653056
2,-0.54155254,-0.02932791575231022
3,-0.64354736,-0.041415319958023035
4,-0.48616448,-0.023635590204904935
5,-0.69408756,-0.04817575478115863
6,-0.8658571,-0.07497085597506158
7,-0.58203286,-0.033876224933451125
8,-0.99499214,-0.09900093526027974
9,-0.785493,-0.0616999278566496
10,-0.6180377,-0.03819705994285414
11,-1.2448357,-0.1549616005557951
12,-0.47166672,-0.0222469498047567
13,-0.98848975,-0.0977111980017881
14,-0.9600841,-0.0921761442006087
15,-0.72107446,-0.051994837965766295
16,-0.5251148,-0.027574552661241116
17,-0.78499883,-0.06162231695904019
18,-0.7632649,-0.05825732991539212
19,-0.9717424,-0.09442832756058693
20,-1.0350435,-0.10713150013753535
21,-0.84706265,-0.07175151285231927
22,-0.63569,-0.04041017428294822
23,-1.1094351,-0.12308462000228247
24,-1.0579383,-0.11192335255842067
25,-0.88415885,-0.07817368715314502
26,-0.43097684,-0.018574103478340567
27,-0.46814162,-0.021915657206068674
28,-0.20052417,-0.00402099412407877
29,0.029532969,-8.721962578341903e-05
30,0.11059756,-0.0012231819906250386
31,-0.1826712,-0.00333687688472859
32,0.3980781,-0.0158466184682049
33,0.38296372,-0.014666120852604436
34,0.22251941,-0.0049514889000207285
35,0.08975214,-0.0008055446214715545
36,0.48525745,-0.023547478964175996
37,0.5427843,-0.029461476769398944
38,0.22453198,-0.005041460931018893
39,0.79828346,-0.06372564789269433
40,0.58710384,-0.03446909232743565
41,0.81370926,-0.06621227582363645
42,0.97321904,-0.09471552940881481
43,0.9341877,-0.08727066780478801
44,0.804615,-0.0647405331619666
45,0.55708957,-0.03103487858657559
46,0.8647684,-0.07478243612298599
47,1.174819,-0.13801996654083268
48,0.84462076,-0.07133842354115849
49,0.890494,-0.0792979544428718
50,1.1365335,-0.12917083938128257
51,0.5895779,-0.03476021158326716
52,0.9255189,-0.08565851793807866
53,0.6876363,-0.04728437028380803
54,0.3831634,-0.01468141853856686
55,0.7232322,-0.052306482912218046
56,1.2703495,-0.16137878586632726
57,0.7144302,-0.05104105292108585
58,0.5351395,-0.028637428563201086
59,0.6610155,-0.04369415051996839
60,1.0744575,-0.11544589756228021
61,0.60858214,-0.03703722199283135
62,1.0262926,-0.10532764238114965
63,0.775638,-0.060161428265145395
64,0.7618972,-0.058048735297758475
65,0.78512657,-0.06164237260316128
66,0.9412627,-0.08859755118558042
67,0.80842596,-0.06535525375311445
68,0.9073624,-0.08233065276294305
69,0.9278204,-0.08608506658982017
70,0.97355855,-0.09478162407617817
71,0.75520074,-0.05703281632476234
72,1.1553464,-0.13348252891703397
73,0.92843765,-0.0861996470315777
74,1.0760194,-0.11578177627743713
75,0.9959648,-0.09919459329427448
76,1.1873775,-0.14098652155373656
77,1.0683748,-0.11414246128442898
78,0.9581533,-0.09180577605541806
79,0.95094585,-0.09042980175954654
80,0.90127605,-0.08122985219053512
81,1.3441222,-0.18066644116543673
82,0.90006626,99.91898807338684
