timestep,action,reward
1,0.083137915,-0.0006911912833791556
2,-0.107223414,-0.0011496860485076755
3,0.31120807,-0.00968504624126787
4,-0.38830405,-0.015078003892526582
5,0.713495,-0.05090751379967173
6,0.8510502,-0.07242864396488678
7,-1.0560102,-0.1115157640241705
8,-0.77805513,-0.060536978755294873
9,-0.09780871,-0.0009566543992621191
10,0.3295559,-0.010860709050295105
11,-0.7476294,-0.05589497258270626
12,0.44987962,-0.020239166934123975
13,0.51709783,-0.026739016658952154
14,-0.49166164,-0.024173116630195415
15,0.40461883,-0.01637163971768496
16,0.16221985,-0.0026315280450739387
17,-0.7073106,-0.05002883088785701
18,-0.49849686,-0.024849911969479256
19,0.17796439,-0.0031671323867531243
20,0.716344,-0.05131487247729325
21,-0.24498703,-0.006001864283824454
22,0.8931409,-0.07977006887881687
23,0.63800967,-0.040705633569145055
24,-0.2505162,-0.00627583694817
25,-0.03154117,-9.948453223138643e-05
26,-0.2008209,-0.004032903108509434
27,-0.96540797,-0.09320125438427028
28,-0.18191294,-0.0033092319093173343
29,0.021904374,-4.798015802444413e-05
30,-0.1518404,-0.0023055508188500663
31,-1.6301781,-0.2657480617864749
32,1.0794308,-0.1165170892052231
33,0.030205706,-9.123846830800565e-05
34,-0.3728251,-0.013899854483799247
35,0.920327,-0.08470018012318725
36,0.101188175,-0.0010239046836780176
37,-0.2244445,-0.005037533073042888
38,0.0337412,-0.0001138468474875476
39,-0.43449712,-0.01887877455470175
40,0.7053707,-0.049754785856012874
41,-1.1667953,-0.13614111641820728
42,-0.6338017,-0.04017045932556016
43,-0.12918183,-0.001668794573828425
44,0.7204442,-0.05190398488050505
45,0.989542,-0.09791933845008316
46,-0.5030738,-0.025308325984839543
47,-0.4013299,-0.016106569248251736
48,0.1152567,-0.0013284106189396462
49,-0.2697016,-0.007273895308289014
50,0.54222274,-0.029400549789266962
51,0.50698996,-0.02570388153856129
52,-0.5877261,-0.03454219876405205
53,0.09518483,-0.0009060152397325716
54,0.6663638,-0.04440406816053191
55,0.29300752,-0.00858534084299487
56,0.81755716,-0.0668399703467376
57,-1.0970068,-0.1203423914398627
58,-0.35007378,-0.012255165465700291
59,-0.33627346,-0.011307984096318169
60,0.74422556,-0.05538716865668256
61,0.08059904,-0.0006496205215555939
62,-0.23706469,-0.005619966695928103
63,-0.036460787,-0.0001329388992879821
64,0.3678401,-0.013530634744856586
65,-0.014244359,-2.0290176293959185e-05
66,-0.100938015,-0.0010188482808772882
67,-0.67146635,-0.04508670599282141
68,0.492413,-0.02424705765274391
69,-0.009233071,-8.5249591549489e-06
70,-0.20869565,-0.004355387437095715
71,-0.42565778,-0.018118454480477997
72,0.17850196,-0.003186295101455983
73,-0.47567898,-0.022627049234728604
74,0.04370989,-0.00019105544011390754
75,-0.24848974,-0.006174714964812722
76,0.8557448,-0.07322991269739454
77,0.47622183,-0.02267872310378474
78,0.5078603,-0.025792208728718437
79,-0.02197773,-4.830206201456578e-05
80,-0.4891738,-0.023929100636497315
81,0.4834643,-0.02337377299860499
82,-0.3426543,-0.011741196095806927
83,0.50516814,-0.025519484960492278
84,0.24075732,-0.00579640853765051
85,0.12192993,-0.001486690750312847
86,0.9404259,-0.08844008222367848
87,-0.5825581,-0.03393739345803546
88,-1.0835267,-0.1174030175789099
89,0.2685261,-0.0072106270179689074
90,-0.29288927,-0.008578412284458015
91,0.045799773,-0.0002097619223929828
92,0.20797393,-0.0043253154419717
93,0.43643314,-0.019047388260307586
94,-0.41775873,-0.01745223590262848
95,0.7684856,-0.05905701261937715
96,-0.13833801,-0.0019137406251223733
97,0.48970538,-0.023981136290078454
98,-0.3934879,-0.015483272783637947
99,0.37932906,-0.014389053238272088
100,-0.50055563,-0.025055594322829222
101,-0.7226296,-0.05221935485137728
102,-0.64847237,-0.042051641298968795
103,0.14482091,-0.0020973097036922407
104,0.9585282,-0.09187763497892298
105,0.40203467,-0.016163187597408868
106,0.38130793,-0.014539573729347756
107,-0.6318469,-0.039923051104801745
108,-0.34729534,-0.012061405587786922
109,-0.49355674,-0.02435982535262724
110,0.00031224918,-9.749954804020439e-09
111,-0.2056796,-0.00423040959928791
112,-0.55170906,-0.03043828823627024
113,0.14461477,-0.002091343199383844
114,0.69316304,-0.048047499627911355
115,-0.009069689,-8.225925163080072e-06
116,-0.3995945,-0.015967575304958716
117,-0.8151277,-0.0664433119646649
118,-0.36580297,-0.013381181542790534
119,0.727116,-0.052869766106881856
120,-0.21913722,-0.004802112187951568
121,-0.47717836,-0.022769919201657364
122,-0.07620831,-0.0005807706259910228
123,-0.01672504,-2.797269332172371e-05
124,-0.1771114,-0.003136844877294487
125,0.15830867,-0.002506163497333902
126,0.29673156,-0.00880496195441447
127,0.32753444,-0.01072788075385347
128,0.19164568,-0.0036728067374841803
129,-0.15856093,-0.002514156905604992
130,0.99148595,-0.09830443956526694
131,-0.07975197,-0.000636037646108889
132,-0.106576554,-0.0011358561964234738
133,-0.5571345,-0.03103988612151767
134,0.11089784,-0.0012298330710255102
135,-0.73301834,-0.05373158848415791
136,-1.0185364,-0.1037416496879601
137,0.10314369,-0.0010638621202815558
138,0.616367,-0.037990825706687305
139,0.2716888,-0.007381479813852199
140,0.28116712,-0.007905494922369716
141,0.42515147,-0.018075377016715778
142,-0.47806618,-0.022854726880361033
143,-0.3492726,-0.012199135522793371
144,0.6530013,-0.04264107088258698
145,0.63414425,-0.04021389254682539
146,0.33447567,-0.011187397133650114
147,0.758013,-0.05745837233671978
148,-0.65097123,-0.04237635472933654
149,0.5599645,-0.0313560216639619
150,-0.116833314,-0.0013650023330225248
151,0.9778711,-0.0956231927283202
152,-0.6741096,-0.04544237233301516
153,0.09418009,-0.0008869889769727246
154,-0.039340653,-0.00015476869411262253
155,0.53549474,-0.028675462168451207
156,0.21017118,-0.004417192405488124
157,0.7878999,-0.0620786270389889
158,0.77429,-0.059952504317721284
159,-1.1716386,-0.1372737027706549
160,-0.08316168,-0.0006915865334854665
161,0.45979363,-0.02114101796708532
162,-0.3357702,-0.011274162033288704
163,-0.13898514,-0.0019316869727831198
164,0.08014059,-0.0006422514272571789
165,-0.21633261,-0.004679980006259044
166,-0.6598324,-0.04353788197974531
167,-0.28784877,-0.008285691474654655
168,-0.23080446,-0.005327069795293959
169,-1.2857584,-0.16531746017666507
170,0.7782502,-0.060567340094189605
171,0.74273175,-0.055165045247506234
172,-0.92354965,-0.08529439598933096
173,-0.3320886,-0.011028283138786323
174,-0.577306,-0.03332821859720845
175,-0.6322238,-0.03997069142230636
176,-0.48618275,-0.023637366568909003
177,-0.37457535,-0.014030669036164145
178,0.5567992,-0.031002531944892553
179,-0.18254672,-0.003332330494943059
180,1.1518751,-0.1326816334193964
181,-0.60499364,-0.03660173061059915
182,0.77929926,-0.06073073353675227
183,-0.43809384,-0.01919262135886335
184,-0.17344701,-0.0030083866284385864
185,0.18016943,-0.0032461024715581214
186,0.7617985,-0.05803369561482583
187,-0.5153523,-0.02655880021341126
188,-0.33881325,-0.011479441518833157
189,-0.08903898,-0.0007927940491431196
190,-0.32599556,-0.010627310804808589
191,-0.17767985,-0.0031570129682789495
192,1.1685638,-0.1365541454637423
193,-0.22389892,-0.005013072522928131
194,-0.557159,-0.031042615863060875
195,-0.2040609,-0.004164084977876237
196,-0.27553868,-0.007592156579499943
197,0.4023442,-0.01618808528876068
198,0.1898025,-0.0036024988104821354
199,0.112253316,-0.0012600806896147232
200,1.0059118,-0.1011858603874316
201,-0.01235099,-1.5254696477415373e-05
202,-0.6399286,-0.04095085866438808
203,0.3057272,-0.009346912914854589
204,0.5314645,-0.02824545329539241
205,-0.07297073,-0.000532472788134819
206,0.5429485,-0.029479305673481806
207,-0.93005073,-0.08649943616853904
208,-0.18983926,-0.0036038944177942734
209,-0.13194185,-0.0017408653088640592
210,-0.38877043,-0.015114244823774305
211,-0.51788396,-0.026820379233001648
