timestep,action,reward
1,-0.21116069,-0.004458883682912163
2,-1.0016932,-0.10033893645888839
3,-0.020544324,-4.220692515020247e-05
4,-0.029414508,-8.652133098114995e-05
5,-0.29841927,-0.008905405888050754
6,0.31024873,-0.009625427605932657
7,0.19580951,-0.0038341365510711437
8,-0.70837104,-0.05017895348517101
9,-0.5450279,-0.029705542449179136
10,0.46061474,-0.021216593948696884
11,-0.061244354,-0.00037508708542512983
12,-0.48237032,-0.023268112270557497
13,0.52205217,-0.027253846699694863
14,-0.48671675,-0.02368931920866544
15,-0.41564167,-0.01727579940652646
16,-0.35714105,-0.012754972796378272
17,-0.4731122,-0.022383514974865994
18,-0.84288955,-0.07104627890285542
19,-0.34788546,-0.012102429304388186
20,0.036974117,-0.00013670853397498294
21,-0.47568318,-0.02262744900923517
22,0.34268126,-0.011743044521284052
23,0.049085267,-0.00024093634254800935
24,-0.3891546,-0.015144131283321727
25,0.0008704718,-7.577211898236736e-08
26,0.636871,-0.04056046455008442
27,0.82884777,-0.06869886190747963
28,0.2684679,-0.007207501501488878
29,-0.063720256,-0.0004060271036196106
30,-0.27070552,-0.007328147915766081
31,0.3998132,-0.015985059889536135
32,-0.12365693,-0.0015291035975767643
33,0.3120815,-0.009739485389567282
34,-0.019645814,-3.859580019289905e-05
35,0.25853747,-0.00668416240633043
36,0.2826186,-0.007987327987763937
37,-0.023802904,-5.665782584539682e-05
38,-0.29217976,-0.008536901409204134
39,0.43486455,-0.01891071775676503
40,0.43298477,-0.018747581048416253
41,0.30010533,-0.009006321109205828
42,-0.8701523,-0.07571650158599007
43,0.12254835,-0.0015018097892056715
44,0.66279805,-0.043930125119415214
45,0.66403395,-0.04409410859227628
46,-0.40511227,-0.01641159485016033
47,0.45062912,-0.02030665993800227
48,0.2779735,-0.007726926830024983
49,-0.5805794,-0.03370724397770033
50,-0.5135721,-0.026375629863686356
51,-0.14567873,-0.002122229203028869
52,-0.78814274,-0.062116897975983326
53,-0.1793867,-0.0032179589988211355
54,0.4931841,-0.02432305462943987
55,0.2938397,-0.008634176522315328
56,0.09976653,-0.000995336052750201
57,-0.062410124,-0.0003895023533541375
58,0.71684897,-0.05138724450151955
59,0.44061083,-0.01941379000020369
60,0.5888593,-0.03467552983821065
61,-0.8794066,-0.07733559178008279
62,-0.33612126,-0.011297750217679337
63,0.0011866391,-1.408112283662888e-07
64,0.028900787,-8.352555027626441e-05
65,-0.6413918,-0.04113834587519741
66,-0.437478,-0.01913870056340592
67,-0.74384654,-0.055330766864712194
68,-0.24839589,-0.006170051816764133
69,0.08252621,-0.0006810574836890737
70,-0.4194538,-0.017594149010338712
71,1.1679081,-0.13640092657443717
72,-0.044101838,-0.00019449721169602225
73,-0.28100905,-0.00789660851834748
74,-0.10725347,-0.0011503306725529296
75,0.061805062,-0.00038198656883273174
76,-0.1237836,-0.0015322380448552276
77,-0.3740676,-0.013992657276762445
78,0.3644161,-0.01327990885707786
79,0.7072793,-0.050024404290981296
80,-0.054542124,-0.0002974843320036058
81,-0.1727356,-0.0029837588082082256
82,0.06918728,-0.00047868802003137034
83,0.46356225,-0.02148899597523837
84,-0.5347669,-0.02859756506623512
85,-0.083396286,-0.0006954940480619065
86,-0.55049855,-0.030304864823409973
87,0.22545224,-0.0050828714451686356
88,0.17292865,-0.0029904316678935894
89,0.22974868,-0.005278445650745512
90,0.056100845,-0.00031473048475163525
91,-0.4980096,-0.024801355401752635
92,-0.564791,-0.03189889004873727
93,0.08757524,-0.0007669422997930164
94,-0.32607022,-0.010632178790022186
95,-0.025482023,-6.493335030438898e-05
96,-0.04684512,-0.00021944652159583552
97,0.099637166,-0.0009927564781879506
98,1.1799426,-0.13922645578898027
99,-0.8916393,-0.07950206274665028
100,0.0712535,-0.0005077061387486703
101,-0.4624739,-0.021388210737285453
102,0.27359867,-0.007485623275078979
103,-0.70934373,-0.050316852928122914
104,-0.26927236,-0.0072507602365733176
105,0.068829134,-0.00047374497018692896
106,-0.17922279,-0.0032120809310996813
107,-0.1854337,-0.0034385657348151577
108,0.3563424,-0.01269799096587656
109,0.11523581,-0.0013279292589025772
110,0.33366188,-0.011133025288077025
111,0.8073994,-0.0651893778408649
112,0.044843435,-0.00020109336883820106
113,-0.9283789,-0.08618873448745355
114,0.18521157,-0.003430332531767366
115,0.71545994,-0.05118829297766894
116,-0.24645196,-0.0060738568101808225
117,-0.14097291,-0.001987336200560108
118,1.3277802,-0.1763000383618646
119,-0.39649913,-0.015721155783038034
120,-0.27657515,-0.007649381254964638
121,0.17732951,-0.0031445755276565458
122,-0.5080711,-0.025813626760524146
123,-0.038912293,-0.00015141665130436052
124,-0.739847,-0.05473735899397845
125,0.54658604,-0.029875629549587758
126,1.0151583,-0.10305463651892666
127,0.35264674,-0.012435972202713065
128,-0.067711875,-0.000458489799470585
129,0.60191375,-0.03623001626457132
130,-0.742155,-0.055079406698519406
131,-0.4380231,-0.019186422769075763
132,-0.62672544,-0.03927847711980235
133,1.0471172,-0.1096454500224354
134,0.03825015,-0.00014630738446932411
135,-0.103160456,-0.0010642079645597714
136,-0.5333654,-0.028447868026322355
137,-0.25631085,-0.006569525202346771
138,-0.47682256,-0.02273597490188628
139,0.012677275,-1.607132924089094e-05
140,-0.18725798,-0.0035065549328394674
141,0.23573396,-0.005557049805787618
142,0.2992281,-0.008953745700782978
143,0.048718385,-0.00023734810758258563
144,-0.15428686,-0.0023804435606734845
145,-0.3273133,-0.010713399894099496
146,0.59958035,-0.03594965931537821
147,0.633303,-0.040107267286416365
148,-0.5471091,-0.029932839689558934
149,-0.43435782,-0.018866671748165587
150,-0.50288117,-0.025288947045579848
151,0.15490654,-0.0023996036478380668
152,-0.59115404,-0.03494630977149917
153,0.6757822,-0.04566815868029153
