timestep,action,reward
1,0.10561296,-0.001115409804616352
2,-0.014508424,-2.1049437644582796e-05
3,-0.032004565,-0.00010242921808734096
4,-0.32658702,-0.010665908251482748
5,-0.26876432,-0.0072234258111652854
6,0.597792,-0.035735531039121325
7,-0.1834921,-0.0033669348662649593
8,0.42719492,-0.01824955023757804
9,0.28112918,-0.007903361662622288
10,-0.39700973,-0.015761672598388544
11,-0.2515949,-0.006329999425192057
12,-0.43138146,-0.018608996748668005
13,0.052684214,-0.0002775626401229095
14,0.35762468,-0.0127895411604805
15,0.46609354,-0.021724318820838563
16,-0.15977375,-0.002552765185797612
17,0.045929864,-0.00021095524115557487
18,-0.14840326,-0.002202352672726082
19,-0.25180742,-0.0063406977495206185
20,0.09463906,-0.0008956552223082781
21,0.4401681,-0.0193747967276253
22,0.052280717,-0.0002733273328003938
23,-0.16532868,-0.0027333572916266036
24,0.35000995,-0.012250696370961212
25,-0.13518055,-0.0018273780512549687
26,-0.6595631,-0.04350235147778712
27,-0.13956112,-0.0019477305293268189
28,0.40195075,-0.016156440283271768
29,-0.4288225,-0.01838887258651889
30,0.01888572,-3.5667043960531385e-05
31,0.14074478,-0.0019809091840024885
32,0.48552105,-0.023573068834953494
33,0.7035567,-0.0494992053250801
34,0.09797197,-0.0009598506582920996
35,0.04472861,-0.0002000648611985914
36,0.3892976,-0.015155262491681754
37,0.29982024,-0.00898921788994791
38,0.081041396,-0.000656770781120386
39,-0.32040027,-0.010265633163157963
40,-0.3800319,-0.014442425529284098
41,0.32776257,-0.010742830488720845
42,-0.50037485,-0.025037499412622212
43,0.7201577,-0.05186270882336466
44,0.24218735,-0.005865471297877268
45,0.121458456,-0.0014752156514523886
46,0.65052825,-0.042318700681252965
47,-0.36971194,-0.013668691526607192
48,0.10601568,-0.0011239324876669344
49,0.57684153,-0.03327461544061272
50,0.47679585,-0.022733428466014872
51,0.25033665,-0.0062668436848071
52,0.7655653,-0.058609019204040186
53,-0.87133014,-0.07592162163946484
54,0.4789374,-0.022938102111316996
55,-0.40338644,-0.016272062308467474
56,-0.07769605,-0.0006036675831820271
57,0.45382786,-0.02059597246707199
58,0.29166532,-0.008506865634041105
59,0.8094184,-0.06551581143034789
60,0.0071146674,-5.06184928589365e-06
61,0.12462129,-0.0015530465170609854
62,-0.034372255,-0.0001181451927953825
63,-0.54463005,-0.029662189208102065
64,0.3697663,-0.013672711288564088
65,0.114299476,-0.0013064370247409586
66,0.023089832,-5.331403277016069e-05
67,0.1881,-0.003538160821510794
68,0.18598169,-0.003458918934393651
69,-0.41602594,-0.01730775799268578
70,-0.14807576,-0.0021926430525102346
71,-0.31745526,-0.010077784333702856
72,-0.50119627,-0.025119769627112022
73,0.1013925,-0.0010280439077039517
74,0.35013682,-0.012259579026988732
75,0.29474518,-0.008687471938277814
76,0.09154135,-0.0008379818739289391
77,0.44687036,-0.019969311578492556
78,-0.14320865,-0.002050871821810407
79,0.0061826175,-3.822475924868205e-06
80,-0.51597106,-0.02662261394709873
81,-0.31183285,-0.009723972335240562
82,0.0035334714,-1.2485419962918188e-06
83,0.111432835,-0.0012417276818590618
84,0.0067379405,-4.539984189948937e-06
85,-0.39951938,-0.015961573811768305
86,-0.18487772,-0.0034179772630062114
87,0.08108911,-0.0006575443627988343
88,0.07828976,-0.0006129286855831363
89,-0.6315506,-0.0398856173074055
90,0.21989033,-0.004835175558339788
