state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,state_13,state_14,state_15,state_16
1.250249704083834,-0.0014562069471215,0.004990730516407845,-0.002817725359772183,0.0027512935445578503,-0.0038888798053493623,0.003620700858320165,-0.0005890122608906622,-0.004350589847029323,-0.0007632224598907037,-0.003449792060926741,-0.0036667798145933184,0.004999317404242456,-0.002149229347832965,-0.004265768393285976,0.0045652821095402635,-0.004787189655808318
1.248468122825602,-0.00940713750189672,0.007301631208214119,-0.026340430555103336,0.06891622164844619,0.006697292757238977,-0.03516853253734496,0.07118920945208614,-0.6302256360839212,-0.45667585110784803,-2.4051138910917675,0.38029281079117944,-6.404812870808541,10.0,1.5425839596673538,-8.442411206262417,10.0
1.2428322682172261,-0.03351153103363366,0.011925334203216594,-0.09463276118439747,0.2627479796192038,0.009382647611083343,-0.09184729828105435,0.2591388005277607,-0.6854630898127231,-0.9510626610157722,-3.628245107802246,0.7136652556053605,-10.0,10.0,-0.9249860760421311,-5.46837263531992,10.0
1.2334565240232327,-0.07071739521978576,0.01817403406059476,-0.1937246717146452,0.5647144937255169,0.004052867237122727,-0.1522758511837468,0.5301646961378337,-1.1813176705083568,-1.398741401780809,-5.673604310529827,0.807094437297633,-10.0,10.0,-0.44895551325336186,-9.460031753867362,10.0
1.2217061967498999,-0.11737138267232458,0.024333038810725675,-0.30727547311526077,0.9006393011393569,-0.00537858388291906,-0.20931253206938014,0.858051201232241,-1.1513632580709912,-1.3548033689740877,-5.805236009478572,0.7062232897239213,-10.0,10.0,-1.9771484644033874,-4.554066054741158,10.0
1.2115742975910744,-0.1664497825246046,0.02906973322359246,-0.43545024828621,1.0634694541034877,-0.017753087684707,-0.2626232075936026,1.0547441519754874,-1.478542243936582,-1.2742716884606267,-6.4777624850576245,0.49230372359610197,-10.0,10.0,-1.032155444796425,-9.072577216646833,10.0
1.2005677027158912,-0.21968714961047017,0.03316180718294769,-0.5863608796625854,1.1077174445403986,-0.026057696648356176,-0.3411269890605103,1.1172443773498248,-1.6029685281985357,-1.5099539780879274,-6.820976152899904,0.512706095121734,-10.0,0.9761131815035036,-0.9823140267921011,-10.0,2.651006045499597
1.188386027346308,-0.2694307544807074,0.03551696890783704,-0.7358460526582649,1.094981528839037,-0.035655741023592855,-0.4117259372120941,1.1134006242984853,-1.2725215108562724,-1.524880047859281,-5.617729969540709,0.12321953023235818,-10.0,-3.51643867331659,-1.3684849956730207,-7.113530722174843,-2.864460654418099
1.176643146490852,-0.32087360448657853,0.017203130828017364,-0.8521588888598698,1.0587325105859011,-0.06661412983855475,-0.44511228319707596,1.0782933913350394,-1.0283665606666539,-1.4089418600855905,-7.225375461039026,-4.5932235326369115,-10.0,-5.197387871025273,-6.3140333513234435,-1.2509494724434087,-5.451794511976862
1.1653102829207718,-0.3629988343676632,-0.005853403682758034,-0.9342684129316875,1.0165680024405843,-0.08166992353217847,-0.4885606153229233,1.033550306476903,-0.8815054755046312,-1.4201012799544155,-3.1075494560681456,-0.8084152001655653,-8.955802167711612,-5.200060694513313,2.7843906201495856,-9.568992526242015,-5.5746419130855
1.1526062503251975,-0.3768527191036475,0.007600589161267227,-1.0209476279451055,0.9760444766706367,-0.03575271155596953,-0.5833811538510064,0.9901794259297294,-0.9805445681122262,-1.7943157625086925,-1.569514036940007,2.3637034923120894,-10.0,-4.837903770139279,6.957355337388095,-10.0,-5.194262143744123
1.1383025743331046,-0.39461901670265104,0.011206139058163906,-1.100420475071021,0.9399915793544048,0.009649575681201856,-0.6848900508259368,0.9515489495528022,-0.8291668464663416,-1.7771717601145371,-3.0708177463439235,-1.7014854858174864,-7.855163369905596,-4.146012132081367,4.094631931838719,-10.0,-4.434225372655428
1.1249978399017677,-0.4480470152607561,-0.05418622695360052,-1.1285302090890381,0.910855238348558,-0.008928177049639502,-0.7445461968972776,0.9191640272898449,-0.8056899197318778,-1.564191833915354,-10.0,-10.0,0.8539690243380229,-3.172692953252061,-8.761112577521533,-2.920631483101166,-3.6257530322471117
1.1144494372980465,-0.4924373346741336,-0.12696864848335904,-1.1211417568341127,0.8879678490310157,-0.035355020100600605,-0.7706469938965029,0.8933635443150801,-0.017769535144764065,-1.0502019590731013,-0.8643284630702963,-3.6082942077634557,0.9109438263837822,-2.552878036506575,2.282505743963567,-4.341406418594791,-2.8925828516463774
1.105446578168975,-0.49947100194499566,-0.15985587005043211,-1.106861711482633,0.870454135765825,-0.011720848149404385,-0.8172832420767925,0.8723324953665896,0.023552928757297954,-1.2020516422919976,-0.9036736854380396,-4.634055690824835,2.671331927099396,-1.859589744436068,3.569051059867387,-7.167722283605643,-2.3597199749262083
1.0954821834149877,-0.5185408399187615,-0.21759701530491932,-1.0727037256990826,0.8575873577106587,-0.001311644879593245,-0.8667876860489708,0.8564552046042875,0.011871927067013515,-1.2900018343304476,-3.842850572495827,-9.784283410419683,5.922397973563981,-1.3806235990579323,-0.9758339424809868,-4.969228781754333,-1.6270488862263262
1.0862375427757613,-0.5395739088935871,-0.2916717227611348,-1.011039804858256,0.8471690172829083,-0.0005103948145069247,-0.9014842244846815,0.8456250455221757,0.39929151157810344,-1.0208868009671719,-1.4197012159560307,-8.769072151916689,9.561904028454606,-1.213480956043112,1.1814050738174862,-3.7362905378498934,-1.1119900570423997
1.0771532674599085,-0.5552915215147445,-0.373520048590815,-0.9202363769693784,0.8393234791172729,0.007983509557488387,-0.9417040970312318,0.8379513880120275,0.45084226425192453,-1.2620809251903038,-2.6235443912811114,-10.0,10.0,-0.7831633593770776,0.7654074383666114,-6.2430491757185305,-0.8190732895700493
1.0672818484473128,-0.5832344745492432,-0.4933030916541911,-0.7790185603281343,0.8341656390800616,0.0002145338319355589,-0.9813495745346289,0.8326993994120309,0.7408504835395995,-1.2348640610969814,-4.26391029424994,-10.0,10.0,-0.5376946764179324,-2.5013416092658862,-3.8625441278972623,-0.5131663108511879
